eTrappedCharge(C1(n67349_0s_des)) X,eTrappedCharge(C1(n67349_0s_des)) Y,eTrappedCharge(C1(n67349_1e-1s_des)) X,eTrappedCharge(C1(n67349_1e-1s_des)) Y,eTrappedCharge(C1(n67349_1e-2s_des)) X,eTrappedCharge(C1(n67349_1e-2s_des)) Y,eTrappedCharge(C1(n67349_1e-3s_des)) X,eTrappedCharge(C1(n67349_1e-3s_des)) Y,eTrappedCharge(C1(n67349_1e-4s_des)) X,eTrappedCharge(C1(n67349_1e-4s_des)) Y,eTrappedCharge(C1(n67349_1e-5s_des)) X,eTrappedCharge(C1(n67349_1e-5s_des)) Y,eTrappedCharge(C1(n67349_1e-6s_des)) X,eTrappedCharge(C1(n67349_1e-6s_des)) Y,eTrappedCharge(C1(n67349_1e-7s_des)) X,eTrappedCharge(C1(n67349_1e-7s_des)) Y,eTrappedCharge(C1(n67349_1e-8s_des)) X,eTrappedCharge(C1(n67349_1e-8s_des)) Y,eTrappedCharge(C1(n67349_1s_des)) X,eTrappedCharge(C1(n67349_1s_des)) Y,eTrappedCharge(C1(n67349_2e-1s_des)) X,eTrappedCharge(C1(n67349_2e-1s_des)) Y,eTrappedCharge(C1(n67349_2s_des)) X,eTrappedCharge(C1(n67349_2s_des)) Y,eTrappedCharge(C1(n67349_4s_des)) X,eTrappedCharge(C1(n67349_4s_des)) Y,eTrappedCharge(C1(n67349_5e-1s_des)) X,eTrappedCharge(C1(n67349_5e-1s_des)) Y,eTrappedCharge(C1(n67349_8s_des)) X,eTrappedCharge(C1(n67349_8s_des)) Y,eTrappedCharge(C1(n67349_16s_des)) X,eTrappedCharge(C1(n67349_16s_des)) Y,eTrappedCharge(C1(n67349_32s_des)) X,eTrappedCharge(C1(n67349_32s_des)) Y,eTrappedCharge(C1(n67349_64s_des)) X,eTrappedCharge(C1(n67349_64s_des)) Y,eTrappedCharge(C1(n67349_128s_des)) X,eTrappedCharge(C1(n67349_128s_des)) Y,eTrappedCharge(C1(n67349_256s_des)) X,eTrappedCharge(C1(n67349_256s_des)) Y,eTrappedCharge(C1(n67349_512s_des)) X,eTrappedCharge(C1(n67349_512s_des)) Y,eTrappedCharge(C1(n67349_1024s_des)) X,eTrappedCharge(C1(n67349_1024s_des)) Y,eTrappedCharge(C1(n67349_2048s_des)) X,eTrappedCharge(C1(n67349_2048s_des)) Y,eTrappedCharge(C1(n67349_4096s_des)) X,eTrappedCharge(C1(n67349_4096s_des)) Y,eTrappedCharge(C1(n67349_8192s_des)) X,eTrappedCharge(C1(n67349_8192s_des)) Y,eTrappedCharge(C1(n67349_16384s_des)) X,eTrappedCharge(C1(n67349_16384s_des)) Y,eTrappedCharge(C1(n67349_32768s_des)) X,eTrappedCharge(C1(n67349_32768s_des)) Y,eTrappedCharge(C1(n67349_65536s_des)) X,eTrappedCharge(C1(n67349_65536s_des)) Y,eTrappedCharge(C1(n67349_131072s_des)) X,eTrappedCharge(C1(n67349_131072s_des)) Y,eTrappedCharge(C1(n67349_262144s_des)) X,eTrappedCharge(C1(n67349_262144s_des)) Y,eTrappedCharge(C1(n67349_524288s_des)) X,eTrappedCharge(C1(n67349_524288s_des)) Y,eTrappedCharge(C1(n67349_1048576s_des)) X,eTrappedCharge(C1(n67349_1048576s_des)) Y,eTrappedCharge(C1(n67349_2097152s_des)) X,eTrappedCharge(C1(n67349_2097152s_des)) Y,eTrappedCharge(C1(n67349_4194304s_des)) X,eTrappedCharge(C1(n67349_4194304s_des)) Y,eTrappedCharge(C1(n67349_8388608s_des)) X,eTrappedCharge(C1(n67349_8388608s_des)) Y,eTrappedCharge(C1(n67349_16777216s_des)) X,eTrappedCharge(C1(n67349_16777216s_des)) Y,eTrappedCharge(C1(n67349_33554432s_des)) X,eTrappedCharge(C1(n67349_33554432s_des)) Y,eTrappedCharge(C1(n67349_67108864s_des)) X,eTrappedCharge(C1(n67349_67108864s_des)) Y,eTrappedCharge(C1(n67349_134217728s_des)) X,eTrappedCharge(C1(n67349_134217728s_des)) Y,eTrappedCharge(C1(n67349_268435456s_des)) X,eTrappedCharge(C1(n67349_268435456s_des)) Y,eTrappedCharge(C1(n67349_536870912s_des)) X,eTrappedCharge(C1(n67349_536870912s_des)) Y,eTrappedCharge(C1(n67349_1073741824s_des)) X,eTrappedCharge(C1(n67349_1073741824s_des)) Y
0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0,0.031472657,0
0.031500001,3.5173214e+18,0.031500001,3.4124235e+18,0.031500001,3.4987044e+18,0.031500001,3.5151826e+18,0.031500001,3.5171039e+18,0.031500001,3.5172996e+18,0.031500001,3.5173192e+18,0.031500001,3.5173212e+18,0.031500001,3.5173214e+18,0.031500001,3.2136482e+18,0.031500001,3.3617825e+18,0.031500001,3.1518768e+18,0.031500001,3.0998615e+18,0.031500001,3.2802328e+18,0.031500001,3.0591298e+18,0.031500001,3.0268872e+18,0.031500001,2.9960132e+18,0.031500001,2.9545935e+18,0.031500001,2.8835845e+18,0.031500001,2.7518912e+18,0.031500001,2.5111085e+18,0.031500001,2.1013989e+18,0.031500001,1.4967936e+18,0.031500001,8.0261017e+17,0.031500001,2.7117399e+17,0.031500001,4.6419018e+16,0.031500001,3.2310175e+15,0.031500001,7.5627311e+13,0.031500001,2.0768337e+11,0.031500001,8.5632881e+09,0.031500001,8.5005746e+09,0.031500001,8.4993538e+09,0.031500001,8.4991182e+09,0.031500001,8.4990582e+09,0.031500001,8.4990249e+09,0.031500001,8.4990091e+09,0.031500001,8.4990051e+09,0.031500001,8.4990047e+09,0.031500001,8.4990046e+09,0.031500001,8.4990046e+09,0.031500001,8.4990046e+09,0.031500001,8.4990046e+09
0.031500001,3.5173214e+18,0.031500001,3.4124235e+18,0.031500001,3.4987044e+18,0.031500001,3.5151826e+18,0.031500001,3.5171039e+18,0.031500001,3.5172996e+18,0.031500001,3.5173192e+18,0.031500001,3.5173212e+18,0.031500001,3.5173214e+18,0.031500001,3.2136482e+18,0.031500001,3.3617825e+18,0.031500001,3.1518768e+18,0.031500001,3.0998615e+18,0.031500001,3.2802328e+18,0.031500001,3.0591298e+18,0.031500001,3.0268872e+18,0.031500001,2.9960132e+18,0.031500001,2.9545935e+18,0.031500001,2.8835845e+18,0.031500001,2.7518912e+18,0.031500001,2.5111085e+18,0.031500001,2.1013989e+18,0.031500001,1.4967936e+18,0.031500001,8.0261017e+17,0.031500001,2.7117399e+17,0.031500001,4.6419018e+16,0.031500001,3.2310175e+15,0.031500001,7.5627311e+13,0.031500001,2.0768337e+11,0.031500001,8.5632881e+09,0.031500001,8.5005746e+09,0.031500001,8.4993538e+09,0.031500001,8.4991182e+09,0.031500001,8.4990582e+09,0.031500001,8.4990249e+09,0.031500001,8.4990091e+09,0.031500001,8.4990051e+09,0.031500001,8.4990047e+09,0.031500001,8.4990046e+09,0.031500001,8.4990046e+09,0.031500001,8.4990046e+09,0.031500001,8.4990046e+09
0.031523436,3.4656876e+18,0.031523436,3.369735e+18,0.031523436,3.4490103e+18,0.031523436,3.4637857e+18,0.031523436,3.4654944e+18,0.031523436,3.4656682e+18,0.031523436,3.4656857e+18,0.031523436,3.4656874e+18,0.031523436,3.4656876e+18,0.031523436,3.1789965e+18,0.031523436,3.3221699e+18,0.031523436,3.1172978e+18,0.031523436,3.0643065e+18,0.031523436,3.2441096e+18,0.031523436,3.0223621e+18,0.031523436,2.9897335e+18,0.031523436,2.9605571e+18,0.031523436,2.9246274e+18,0.031523436,2.8656803e+18,0.031523436,2.7571895e+18,0.031523436,2.5566828e+18,0.031523436,2.2063314e+18,0.031523436,1.6629344e+18,0.031523436,9.8317638e+17,0.031523436,3.8766122e+17,0.031523436,8.2658654e+16,0.031523436,7.6175052e+15,0.031523436,2.4753149e+14,0.031523436,1.0750829e+12,0.031523436,8.8415501e+09,0.031523436,8.3126204e+09,0.031523436,8.3101742e+09,0.031523436,8.3097888e+09,0.031523436,8.3097079e+09,0.031523436,8.309669e+09,0.031523436,8.3096484e+09,0.031523436,8.309642e+09,0.031523436,8.309641e+09,0.031523436,8.309641e+09,0.031523436,8.309641e+09,0.031523436,8.309641e+09,0.031523436,8.309641e+09
0.031546876,3.4158462e+18,0.031546876,3.3281295e+18,0.031546876,3.4009037e+18,0.031546876,3.4141539e+18,0.031546876,3.4156744e+18,0.031546876,3.415829e+18,0.031546876,3.4158445e+18,0.031546876,3.415846e+18,0.031546876,3.4158462e+18,0.031546876,3.1455478e+18,0.031546876,3.2835371e+18,0.031546876,3.0841518e+18,0.031546876,3.0303397e+18,0.031546876,3.2090106e+18,0.031546876,2.9871481e+18,0.031546876,2.9538186e+18,0.031546876,2.925629e+18,0.031546876,2.8938571e+18,0.031546876,2.8445827e+18,0.031546876,2.7552222e+18,0.031546876,2.5889733e+18,0.031546876,2.2921303e+18,0.031546876,1.8119949e+18,0.031546876,1.1652824e+18,0.031546876,5.2677347e+17,0.031546876,1.3727586e+17,0.031546876,1.6475074e+16,0.031546876,7.3451225e+14,0.031546876,5.0997009e+12,0.031546876,1.2389591e+10,0.031546876,8.1362853e+09,0.031546876,8.1283467e+09,0.031546876,8.1276988e+09,0.031546876,8.1275809e+09,0.031546876,8.1275345e+09,0.031546876,8.127509e+09,0.031546876,8.1274993e+09,0.031546876,8.1274975e+09,0.031546876,8.1274973e+09,0.031546876,8.1274973e+09,0.031546876,8.1274973e+09,0.031546876,8.1274973e+09
0.031593751,3.3213416e+18,0.031593751,3.2481531e+18,0.031593751,3.3093383e+18,0.031593751,3.3199994e+18,0.031593751,3.3212056e+18,0.031593751,3.321328e+18,0.031593751,3.3213403e+18,0.031593751,3.3213415e+18,0.031593751,3.3213416e+18,0.031593751,3.0819929e+18,0.031593751,3.20916e+18,0.031593751,3.0218587e+18,0.031593751,2.9669495e+18,0.031593751,3.1417153e+18,0.031593751,2.9213561e+18,0.031593751,2.8860044e+18,0.031593751,2.8581778e+18,0.031593751,2.8316127e+18,0.031593751,2.7960495e+18,0.031593751,2.7351048e+18,0.031593751,2.6217852e+18,0.031593751,2.4131945e+18,0.031593751,2.0533729e+18,0.031593751,1.5084485e+18,0.031593751,8.5345574e+17,0.031593751,3.1387424e+17,0.031593751,6.0560906e+16,0.031593751,4.8776782e+15,0.031593751,8.2451902e+13,0.031593751,2.0357147e+11,0.031593751,8.2160305e+09,0.031593751,7.786452e+09,0.031593751,7.7842875e+09,0.031593751,7.7839951e+09,0.031593751,7.7839162e+09,0.031593751,7.7838798e+09,0.031593751,7.7838616e+09,0.031593751,7.7838563e+09,0.031593751,7.7838556e+09,0.031593751,7.7838556e+09,0.031593751,7.7838556e+09,0.031593751,7.7838556e+09
0.031687502,3.151616e+18,0.031687502,3.1009097e+18,0.031687502,3.143844e+18,0.031687502,3.1507655e+18,0.031687502,3.1515301e+18,0.031687502,3.1516074e+18,0.031687502,3.1516151e+18,0.031687502,3.1516159e+18,0.031687502,3.151616e+18,0.031687502,2.966576e+18,0.031687502,3.0716017e+18,0.031687502,2.9111826e+18,0.031687502,2.8564586e+18,0.031687502,3.0177267e+18,0.031687502,2.8073631e+18,0.031687502,2.7671603e+18,0.031687502,2.7362757e+18,0.031687502,2.7120963e+18,0.031687502,2.6890949e+18,0.031687502,2.6583966e+18,0.031687502,2.6058488e+18,0.031687502,2.507961e+18,0.031687502,2.3267392e+18,0.031687502,2.0102797e+18,0.031687502,1.5194035e+18,0.031687502,9.0342272e+17,0.031687502,3.5962032e+17,0.031687502,7.7480357e+16,0.031687502,5.8757257e+15,0.031687502,9.432274e+13,0.031687502,8.891627e+11,0.031687502,9.4957959e+09,0.031687502,7.1757449e+09,0.031687502,7.1731443e+09,0.031687502,7.1726789e+09,0.031687502,7.1725715e+09,0.031687502,7.1725306e+09,0.031687502,7.1725098e+09,0.031687502,7.1725029e+09,0.031687502,7.1725018e+09,0.031687502,7.1725018e+09,0.031687502,7.1725018e+09
0.031874999,2.8809368e+18,0.031874999,2.856806e+18,0.031874999,2.8776177e+18,0.031874999,2.8805846e+18,0.031874999,2.8809013e+18,0.031874999,2.8809332e+18,0.031874999,2.8809364e+18,0.031874999,2.8809367e+18,0.031874999,2.8809368e+18,0.031874999,2.7751564e+18,0.031874999,2.8409986e+18,0.031874999,2.7339118e+18,0.031874999,2.6874106e+18,0.031874999,2.8090301e+18,0.031874999,2.6391744e+18,0.031874999,2.5933695e+18,0.031874999,2.55361e+18,0.031874999,2.5218306e+18,0.031874999,2.4977964e+18,0.031874999,2.4791633e+18,0.031874999,2.4615891e+18,0.031874999,2.4383417e+18,0.031874999,2.3987334e+18,0.031874999,2.3248308e+18,0.031874999,2.1867319e+18,0.031874999,1.9402357e+18,0.031874999,1.5409427e+18,0.031874999,9.9936635e+17,0.031874999,4.4983857e+17,0.031874999,1.0486687e+17,0.031874999,1.2317127e+16,0.031874999,5.318273e+14,0.031874999,2.7939963e+12,0.031874999,1.7045334e+10,0.031874999,6.2268313e+09,0.031874999,6.2092888e+09,0.031874999,6.2082087e+09,0.031874999,6.2079942e+09,0.031874999,6.2079352e+09,0.031874999,6.2079083e+09,0.031874999,6.2078971e+09,0.031874999,6.2078946e+09
0.032062501,2.683293e+18,0.032062501,2.6717852e+18,0.032062501,2.6818331e+18,0.032062501,2.6831411e+18,0.032062501,2.6832778e+18,0.032062501,2.6832915e+18,0.032062501,2.6832928e+18,0.032062501,2.683293e+18,0.032062501,2.683293e+18,0.032062501,2.6251045e+18,0.032062501,2.663526e+18,0.032062501,2.5978809e+18,0.032062501,2.5640068e+18,0.032062501,2.6456268e+18,0.032062501,2.5246823e+18,0.032062501,2.4822956e+18,0.032062501,2.4400739e+18,0.032062501,2.4013505e+18,0.032062501,2.3686418e+18,0.032062501,2.3429907e+18,0.032062501,2.3238285e+18,0.032062501,2.3091015e+18,0.032062501,2.2953566e+18,0.032062501,2.2774028e+18,0.032062501,2.2470398e+18,0.032062501,2.1903615e+18,0.032062501,2.083534e+18,0.032062501,1.8891167e+18,0.032062501,1.5610863e+18,0.032062501,1.0779767e+18,0.032062501,5.5388542e+17,0.032062501,1.7381624e+17,0.032062501,2.1666705e+16,0.032062501,1.2879611e+15,0.032062501,2.5087051e+13,0.032062501,1.4831722e+11,0.032062501,5.7542156e+09,0.032062501,5.5184097e+09,0.032062501,5.5159257e+09,0.032062501,5.5154727e+09,0.032062501,5.5153682e+09,0.032062501,5.5153318e+09
0.032249998,2.5432753e+18,0.032249998,2.5377155e+18,0.032249998,2.5426114e+18,0.032249998,2.5432071e+18,0.032249998,2.5432685e+18,0.032249998,2.5432746e+18,0.032249998,2.5432752e+18,0.032249998,2.5432753e+18,0.032249998,2.5432753e+18,0.032249998,2.5117957e+18,0.032249998,2.533435e+18,0.032249998,2.4950485e+18,0.032249998,2.4726438e+18,0.032249998,2.5236603e+18,0.032249998,2.4443596e+18,0.032249998,2.410799e+18,0.032249998,2.373516e+18,0.032249998,2.3348961e+18,0.032249998,2.29775e+18,0.032249998,2.2646595e+18,0.032249998,2.2373115e+18,0.032249998,2.2161815e+18,0.032249998,2.2005497e+18,0.032249998,2.1886307e+18,0.032249998,2.1776407e+18,0.032249998,2.1635011e+18,0.032249998,2.1397877e+18,0.032249998,2.0955118e+18,0.032249998,2.0113887e+18,0.032249998,1.855116e+18,0.032249998,1.5857534e+18,0.032249998,1.1740489e+18,0.032249998,6.5939255e+17,0.032249998,2.4502767e+17,0.032249998,4.7434457e+16,0.032249998,3.8083876e+15,0.032249998,1.0491382e+14,0.032249998,8.748493e+11,0.032249998,7.072297e+09,0.032249998,5.0400642e+09,0.032249998,5.0336018e+09,0.032249998,5.0326206e+09
0.0324375,2.4492125e+18,0.0324375,2.4464737e+18,0.0324375,2.4488999e+18,0.0324375,2.4491806e+18,0.0324375,2.4492093e+18,0.0324375,2.4492122e+18,0.0324375,2.4492124e+18,0.0324375,2.4492125e+18,0.0324375,2.4492125e+18,0.0324375,2.4322007e+18,0.0324375,2.444245e+18,0.0324375,2.4222601e+18,0.0324375,2.4082406e+18,0.0324375,2.4389323e+18,0.0324375,2.389411e+18,0.0324375,2.3654067e+18,0.0324375,2.3364535e+18,0.0324375,2.3035182e+18,0.0324375,2.268308e+18,0.0324375,2.2330696e+18,0.0324375,2.200176e+18,0.0324375,2.1715685e+18,0.0324375,2.1483311e+18,0.0324375,2.1305856e+18,0.0324375,2.1175556e+18,0.0324375,2.1076877e+18,0.0324375,2.0987039e+18,0.0324375,2.0873346e+18,0.0324375,2.0684352e+18,0.0324375,2.0331906e+18,0.0324375,1.9660413e+18,0.0324375,1.8403197e+18,0.0324375,1.6156086e+18,0.0324375,1.2593197e+18,0.0324375,7.8866886e+17,0.0324375,3.3968444e+17,0.0324375,8.1609112e+16,0.0324375,8.6834476e+15,0.0324375,3.3361838e+14,0.0324375,3.9941774e+12,0.0324375,1.8315833e+10,0.0324375,4.7398511e+09
0.032625001,2.3922584e+18,0.032625001,2.3908774e+18,0.032625001,2.3921059e+18,0.032625001,2.3922429e+18,0.032625001,2.3922568e+18,0.032625001,2.3922582e+18,0.032625001,2.3922584e+18,0.032625001,2.3922584e+18,0.032625001,2.3922584e+18,0.032625001,2.382985e+18,0.032625001,2.3897035e+18,0.032625001,2.3771595e+18,0.032625001,2.36862e+18,0.032625001,2.3867997e+18,0.032625001,2.3566202e+18,0.032625001,2.3404853e+18,0.032625001,2.3197851e+18,0.032625001,2.2945111e+18,0.032625001,2.265226e+18,0.032625001,2.2331176e+18,0.032625001,2.1999197e+18,0.032625001,2.1676746e+18,0.032625001,2.1383301e+18,0.032625001,2.1133e+18,0.032625001,2.0932439e+18,0.032625001,2.0780649e+18,0.032625001,2.066981e+18,0.032625001,2.0586332e+18,0.032625001,2.0510774e+18,0.032625001,2.0417385e+18,0.032625001,2.0265209e+18,0.032625001,1.9981208e+18,0.032625001,1.9436085e+18,0.032625001,1.840766e+18,0.032625001,1.6546247e+18,0.032625001,1.3458819e+18,0.032625001,9.1013153e+17,0.032625001,4.4573235e+17,0.032625001,1.3003517e+17,0.032625001,1.7971433e+16,0.032625001,9.4807455e+14,0.032625001,1.6180499e+13
0.032812499,2.3657221e+18,0.032812499,2.3650077e+18,0.032812499,2.3656452e+18,0.032812499,2.3657144e+18,0.032812499,2.3657213e+18,0.032812499,2.365722e+18,0.032812499,2.3657221e+18,0.032812499,2.3657221e+18,0.032812499,2.3657221e+18,0.032812499,2.3605982e+18,0.032812499,2.364379e+18,0.032812499,2.3571763e+18,0.032812499,2.3520175e+18,0.032812499,2.3627752e+18,0.032812499,2.3445214e+18,0.032812499,2.3340437e+18,0.032812499,2.3199671e+18,0.032812499,2.3018398e+18,0.032812499,2.2795103e+18,0.032812499,2.2532661e+18,0.032812499,2.2239079e+18,0.032812499,2.1927393e+18,0.032812499,2.1614426e+18,0.032812499,2.1318222e+18,0.032812499,2.1054296e+18,0.032812499,2.083264e+18,0.032812499,2.0656978e+18,0.032812499,2.0524906e+18,0.032812499,2.042767e+18,0.032812499,2.0354929e+18,0.032812499,2.0292826e+18,0.032812499,2.0215758e+18,0.032812499,2.0089956e+18,0.032812499,1.9857533e+18,0.032812499,1.9410925e+18,0.032812499,1.8560204e+18,0.032812499,1.6996408e+18,0.032812499,1.4322961e+18,0.032812499,1.0333164e+18,0.032812499,5.6538306e+17,0.032812499,1.9606928e+17,0.032812499,3.4475752e+16
0.033,2.3645742e+18,0.033,2.3641945e+18,0.033,2.364534e+18,0.033,2.3645701e+18,0.033,2.3645738e+18,0.033,2.3645741e+18,0.033,2.3645742e+18,0.033,2.3645742e+18,0.033,2.3645742e+18,0.033,2.3616982e+18,0.033,2.3638511e+18,0.033,2.3596699e+18,0.033,2.3565376e+18,0.033,2.3629521e+18,0.033,2.3518782e+18,0.033,2.3451714e+18,0.033,2.3358574e+18,0.033,2.3233714e+18,0.033,2.3072657e+18,0.033,2.2873023e+18,0.033,2.2635827e+18,0.033,2.2366222e+18,0.033,2.2073784e+18,0.033,2.1771959e+18,0.033,2.1476593e+18,0.033,2.1203228e+18,0.033,2.0963886e+18,0.033,2.076534e+18,0.033,2.0607454e+18,0.033,2.048896e+18,0.033,2.0407368e+18,0.033,2.0345518e+18,0.033,2.0290148e+18,0.033,2.0225453e+18,0.033,2.0120971e+18,0.033,1.9928014e+18,0.033,1.9557285e+18,0.033,1.8847188e+18,0.033,1.7525236e+18,0.033,1.5207842e+18,0.033,1.1583729e+18,0.033,6.9699728e+17
0.033187501,2.3850803e+18,0.033187501,2.3848729e+18,0.033187501,2.3850587e+18,0.033187501,2.3850782e+18,0.033187501,2.3850801e+18,0.033187501,2.3850803e+18,0.033187501,2.3850803e+18,0.033187501,2.3850803e+18,0.033187501,2.3850803e+18,0.033187501,2.383436e+18,0.033187501,2.3846813e+18,0.033187501,2.3822242e+18,0.033187501,2.3803004e+18,0.033187501,2.3841679e+18,0.033187501,2.3773843e+18,0.033187501,2.3731027e+18,0.033187501,2.3669999e+18,0.033187501,2.3585858e+18,0.033187501,2.347342e+18,0.033187501,2.3328378e+18,0.033187501,2.3147842e+18,0.033187501,2.2931572e+18,0.033187501,2.2682616e+18,0.033187501,2.2407836e+18,0.033187501,2.2117764e+18,0.033187501,2.1825854e+18,0.033187501,2.1546734e+18,0.033187501,2.1293214e+18,0.033187501,2.1071834e+18,0.033187501,2.0888993e+18,0.033187501,2.0753045e+18,0.033187501,2.0650573e+18,0.033187501,2.0574336e+18,0.033187501,2.0520494e+18,0.033187501,2.0473025e+18,0.033187501,2.0417053e+18,0.033187501,2.0328814e+18,0.033187501,2.0167081e+18,0.033187501,1.9856424e+18,0.033187501,1.9258764e+18,0.033187501,1.8134621e+18,0.033187501,1.6122975e+18
0.033374999,2.4245299e+18,0.033374999,2.4244135e+18,0.033374999,2.4245179e+18,0.033374999,2.4245287e+18,0.033374999,2.4245298e+18,0.033374999,2.4245299e+18,0.033374999,2.4245299e+18,0.033374999,2.4245299e+18,0.033374999,2.4245299e+18,0.033374999,2.4235699e+18,0.033374999,2.4243042e+18,0.033374999,2.4228375e+18,0.033374999,2.4216479e+18,0.033374999,2.4240052e+18,0.033374999,2.419796e+18,0.033374999,2.417042e+18,0.033374999,2.4130472e+18,0.033374999,2.4074099e+18,0.033374999,2.3996985e+18,0.033374999,2.3894321e+18,0.033374999,2.3762055e+18,0.033374999,2.3596981e+18,0.033374999,2.3398018e+18,0.033374999,2.316666e+18,0.033374999,2.29077e+18,0.033374999,2.2629296e+18,0.033374999,2.2342634e+18,0.033374999,2.2060661e+18,0.033374999,2.1793549e+18,0.033374999,2.1552937e+18,0.033374999,2.1356186e+18,0.033374999,2.1194519e+18,0.033374999,2.1065778e+18,0.033374999,2.097499e+18,0.033374999,2.0908439e+18,0.033374999,2.0858957e+18,0.033374999,2.0816627e+18,0.033374999,2.0768046e+18,0.033374999,2.069284e+18,0.033374999,2.0556018e+18,0.033374999,2.0293472e+18,0.033374999,1.9786741e+18
0.0335625,2.4810342e+18,0.0335625,2.480967e+18,0.0335625,2.4810273e+18,0.0335625,2.4810335e+18,0.0335625,2.4810341e+18,0.0335625,2.4810342e+18,0.0335625,2.4810342e+18,0.0335625,2.4810342e+18,0.0335625,2.4810342e+18,0.0335625,2.4804616e+18,0.0335625,2.4809032e+18,0.0335625,2.4800102e+18,0.0335625,2.4792686e+18,0.0335625,2.4807257e+18,0.0335625,2.4780852e+18,0.0335625,2.4762808e+18,0.0335625,2.4736478e+18,0.0335625,2.4698696e+18,0.0335625,2.4645922e+18,0.0335625,2.4574325e+18,0.0335625,2.4479388e+18,0.0335625,2.4357346e+18,0.0335625,2.420479e+18,0.0335625,2.402008e+18,0.0335625,2.3803595e+18,0.0335625,2.355861e+18,0.0335625,2.329139e+18,0.0335625,2.3010909e+18,0.0335625,2.2725662e+18,0.0335625,2.2448474e+18,0.0335625,2.2202699e+18,0.0335625,2.1983935e+18,0.0335625,2.1794426e+18,0.0335625,2.1648355e+18,0.0335625,2.1534352e+18,0.0335625,2.1449712e+18,0.0335625,2.1388658e+18,0.0335625,2.1343671e+18,0.0335625,2.1305723e+18,0.0335625,2.1263142e+18,0.0335625,2.1198443e+18,0.0335625,2.1081733e+18
0.033750001,2.5533777e+18,0.033750001,2.5533378e+18,0.033750001,2.5533736e+18,0.033750001,2.5533772e+18,0.033750001,2.5533776e+18,0.033750001,2.5533776e+18,0.033750001,2.5533777e+18,0.033750001,2.5533777e+18,0.033750001,2.5533777e+18,0.033750001,2.5530293e+18,0.033750001,2.5532997e+18,0.033750001,2.5527448e+18,0.033750001,2.5522732e+18,0.033750001,2.5531923e+18,0.033750001,2.5515147e+18,0.033750001,2.5503238e+18,0.033750001,2.5485487e+18,0.033750001,2.5460044e+18,0.033750001,2.5423866e+18,0.033750001,2.537387e+18,0.033750001,2.5306611e+18,0.033750001,2.521777e+18,0.033750001,2.5103892e+18,0.033750001,2.496143e+18,0.033750001,2.4788397e+18,0.033750001,2.4584444e+18,0.033750001,2.4351723e+18,0.033750001,2.4094819e+18,0.033750001,2.3818453e+18,0.033750001,2.3532068e+18,0.033750001,2.3259103e+18,0.033750001,2.2998941e+18,0.033750001,2.2756968e+18,0.033750001,2.2554361e+18,0.033750001,2.2383048e+18,0.033750001,2.2245398e+18,0.033750001,2.2139761e+18,0.033750001,2.2061844e+18,0.033750001,2.2005742e+18,0.033750001,2.1964523e+18,0.033750001,2.1930163e+18,0.033750001,2.1892469e+18
0.033937499,2.6409111e+18,0.033937499,2.6408868e+18,0.033937499,2.6409086e+18,0.033937499,2.6409109e+18,0.033937499,2.6409111e+18,0.033937499,2.6409111e+18,0.033937499,2.6409111e+18,0.033937499,2.6409111e+18,0.033937499,2.6409111e+18,0.033937499,2.6406951e+18,0.033937499,2.6408635e+18,0.033937499,2.6405126e+18,0.033937499,2.6402047e+18,0.033937499,2.6407973e+18,0.033937499,2.6397099e+18,0.033937499,2.6389265e+18,0.033937499,2.6377166e+18,0.033937499,2.635957e+18,0.033937499,2.6334746e+18,0.033937499,2.6299714e+18,0.033937499,2.6251838e+18,0.033937499,2.6187961e+18,0.033937499,2.6103876e+18,0.033937499,2.5996458e+18,0.033937499,2.5862083e+18,0.033937499,2.5698603e+18,0.033937499,2.5505231e+18,0.033937499,2.5283088e+18,0.033937499,2.5033396e+18,0.033937499,2.4761438e+18,0.033937499,2.4486344e+18,0.033937499,2.4207564e+18,0.033937499,2.3931465e+18,0.033937499,2.3683813e+18,0.033937499,2.3459568e+18,0.033937499,2.326541e+18,0.033937499,2.3104328e+18,0.033937499,2.2976152e+18,0.033937499,2.2878207e+18,0.033937499,2.2806038e+18,0.033937499,2.2754061e+18,0.033937499,2.271595e+18
